Name	ElectionDistrict
LA House District 53	Louisiana;LA House District 53
LA House District 54	Louisiana;LA House District 54
LA House District 55	Louisiana;LA House District 55
LA House District 56	Louisiana;LA House District 56
LA House District 57	Louisiana;LA House District 57
LA House District 58	Louisiana;LA House District 58
LA House District 59	Louisiana;LA House District 59
LA House District 60	Louisiana;LA House District 60
LA House District 61	Louisiana;LA House District 61
LA House District 62	Louisiana;LA House District 62
LA House District 63	Louisiana;LA House District 63
LA House District 64	Louisiana;LA House District 64
LA House District 65	Louisiana;LA House District 65
LA House District 66	Louisiana;LA House District 66
LA House District 67	Louisiana;LA House District 67
LA House District 68	Louisiana;LA House District 68
LA House District 69	Louisiana;LA House District 69
LA House District 70	Louisiana;LA House District 70
LA House District 71	Louisiana;LA House District 71
LA House District 72	Louisiana;LA House District 72
LA House District 73	Louisiana;LA House District 73
LA House District 74	Louisiana;LA House District 74
LA House District 75	Louisiana;LA House District 75
LA House District 76	Louisiana;LA House District 76
LA House District 77	Louisiana;LA House District 77
LA House District 78	Louisiana;LA House District 78
LA House District 79	Louisiana;LA House District 79
LA House District 80	Louisiana;LA House District 80
LA House District 81	Louisiana;LA House District 81
LA House District 82	Louisiana;LA House District 82
LA House District 83	Louisiana;LA House District 83
LA House District 84	Louisiana;LA House District 84
LA House District 85	Louisiana;LA House District 85
LA House District 86	Louisiana;LA House District 86
LA House District 87	Louisiana;LA House District 87
LA House District 88	Louisiana;LA House District 88
LA House District 89	Louisiana;LA House District 89
LA House District 90	Louisiana;LA House District 90
LA House District 91	Louisiana;LA House District 91
LA House District 92	Louisiana;LA House District 92
LA House District 93	Louisiana;LA House District 93
LA House District 94	Louisiana;LA House District 94
LA House District 95	Louisiana;LA House District 95
LA House District 96	Louisiana;LA House District 96
LA House District 97	Louisiana;LA House District 97
LA House District 98	Louisiana;LA House District 98
LA House District 99	Louisiana;LA House District 99
LA House District 100	Louisiana;LA House District 100
LA House District 101	Louisiana;LA House District 101
LA House District 102	Louisiana;LA House District 102
LA House District 103	Louisiana;LA House District 103
LA House District 104	Louisiana;LA House District 104
LA House District 105	Louisiana;LA House District 105
LA Senate District 1	Louisiana;LA Senate District 1
LA Senate District 2	Louisiana;LA Senate District 2
LA Senate District 3	Louisiana;LA Senate District 3
LA Senate District 4	Louisiana;LA Senate District 4
LA Senate District 5	Louisiana;LA Senate District 5
LA Senate District 6	Louisiana;LA Senate District 6
LA Senate District 7	Louisiana;LA Senate District 7
LA Senate District 8	Louisiana;LA Senate District 8
LA Senate District 9	Louisiana;LA Senate District 9
LA Senate District 10	Louisiana;LA Senate District 10
LA Senate District 11	Louisiana;LA Senate District 11
LA Senate District 12	Louisiana;LA Senate District 12
LA Senate District 13	Louisiana;LA Senate District 13
LA Senate District 14	Louisiana;LA Senate District 14
LA Senate District 15	Louisiana;LA Senate District 15
LA Senate District 16	Louisiana;LA Senate District 16
LA Senate District 17	Louisiana;LA Senate District 17
LA Senate District 18	Louisiana;LA Senate District 18
LA Senate District 19	Louisiana;LA Senate District 19
LA Senate District 20	Louisiana;LA Senate District 20
LA Senate District 21	Louisiana;LA Senate District 21
LA Senate District 22	Louisiana;LA Senate District 22
LA Senate District 23	Louisiana;LA Senate District 23
LA Senate District 24	Louisiana;LA Senate District 24
LA Senate District 25	Louisiana;LA Senate District 25
LA Senate District 26	Louisiana;LA Senate District 26
LA Senate District 27	Louisiana;LA Senate District 27
LA Senate District 28	Louisiana;LA Senate District 28
LA Senate District 29	Louisiana;LA Senate District 29
LA Senate District 30	Louisiana;LA Senate District 30
LA Senate District 31	Louisiana;LA Senate District 31
LA Senate District 32	Louisiana;LA Senate District 32
LA Senate District 33	Louisiana;LA Senate District 33
LA Senate District 34	Louisiana;LA Senate District 34
LA Senate District 35	Louisiana;LA Senate District 35
LA Senate District 36	Louisiana;LA Senate District 36
LA Senate District 37	Louisiana;LA Senate District 37
LA Senate District 38	Louisiana;LA Senate District 38
LA Senate District 39	Louisiana;LA Senate District 39
US House LA District 1	Louisiana;US House LA District 1
US House LA District 2	Louisiana;US House LA District 2
US House LA District 3	Louisiana;US House LA District 3
US House LA District 4	Louisiana;US House LA District 4
US House LA District 5	Louisiana;US House LA District 5
US House LA District 6	Louisiana;US House LA District 6
US President (LA)	Louisiana
LA Governor	Louisiana
US Senate LA	Louisiana
LA Attorney General	Louisiana
LA Lieutenant Governor	Louisiana
LA Treasurer	Louisiana
LA Secretary of State	Louisiana
