Name	NumberElected	Office	PrimaryParty
PA House District 152 (Phila) (Green Party)	1	PA House District 152	Green Party
PA House District 170 (Phila) (Green Party)	1	PA House District 170	Green Party
PA House District 172 (Phila) (Green Party)	1	PA House District 172	Green Party
PA House District 173 (Phila) (Green Party)	1	PA House District 173	Green Party
PA House District 174 (Phila) (Green Party)	1	PA House District 174	Green Party
PA House District 175 (Phila) (Green Party)	1	PA House District 175	Green Party
PA House District 177 (Phila) (Green Party)	1	PA House District 177	Green Party
PA House District 179 (Phila) (Green Party)	1	PA House District 179	Green Party
PA House District 180 (Phila) (Green Party)	1	PA House District 180	Green Party
PA House District 181 (Phila) (Green Party)	1	PA House District 181	Green Party
PA House District 182 (Phila) (Green Party)	1	PA House District 182	Green Party
PA House District 184 (Phila) (Green Party)	1	PA House District 184	Green Party
PA House District 185 (Phila) (Green Party)	1	PA House District 185	Green Party
PA House District 186 (Phila) (Green Party)	1	PA House District 186	Green Party
PA House District 188 (Phila) (Green Party)	1	PA House District 188	Green Party
PA House District 190 (Phila) (Green Party)	1	PA House District 190	Green Party
PA House District 191 (Phila) (Green Party)	1	PA House District 191	Green Party
PA House District 192 (Phila) (Green Party)	1	PA House District 192	Green Party
PA House District 194 (Phila) (Green Party)	1	PA House District 194	Green Party
PA House District 195 (Phila) (Green Party)	1	PA House District 195	Green Party
PA House District 197 (Phila) (Green Party)	1	PA House District 197	Green Party
PA House District 198 (Phila) (Green Party)	1	PA House District 198	Green Party
PA House District 200 (Phila) (Green Party)	1	PA House District 200	Green Party
PA House District 201 (Phila) (Green Party)	1	PA House District 201	Green Party
PA House District 202 (Phila) (Green Party)	1	PA House District 202	Green Party
PA House District 203 (Phila) (Green Party)	1	PA House District 203	Green Party
US House PA District 1 (Phila) (Green Party)	1	US House PA District 1	Green Party
US House PA District 2 (Phila) (Green Party)	1	US House PA District 2	Green Party
US House PA District 3 (Phila) (Green Party)	1	US House PA District 3	Green Party
US House PA District 5 (Phila) (Green Party)	1	US House PA District 5	Green Party
US House PA District 13 (Phila) (Green Party)	1	US House PA District 13	Green Party
US President (PA) (Phila) (Libertarian Party)	1	US President (PA)	Libertarian Party
PA Governor (Libertarian Party)	1	PA Governor	Libertarian Party
US Senate PA (Phila) (Libertarian Party)	1	US Senate PA	Libertarian Party
PA Attorney General (Phila) (Libertarian Party)	1	PA Attorney General	Libertarian Party
PA Auditor General (Phila) (Libertarian Party)	1	PA Auditor General	Libertarian Party
PA Lieutenant Governor (Phila) (Libertarian Party)	1	PA Lieutenant Governor	Libertarian Party
PA Treasurer (Phila) (Libertarian Party)	1	PA Treasurer	Libertarian Party
PA Secretary of State (Phila) (Libertarian Party)	1	PA Secretary of State	Libertarian Party
PA Senate District 1 (Phila) (Libertarian Party)	1	PA Senate District 1	Libertarian Party
PA Senate District 2 (Phila) (Libertarian Party)	1	PA Senate District 2	Libertarian Party
PA Senate District 3 (Phila) (Libertarian Party)	1	PA Senate District 3	Libertarian Party
PA Senate District 4 (Phila) (Libertarian Party)	1	PA Senate District 4	Libertarian Party
PA Senate District 5 (Phila) (Libertarian Party)	1	PA Senate District 5	Libertarian Party
PA Senate District 6 (Phila) (Libertarian Party)	1	PA Senate District 6	Libertarian Party
PA Senate District 7 (Phila) (Libertarian Party)	1	PA Senate District 7	Libertarian Party
PA Senate District 8 (Phila) (Libertarian Party)	1	PA Senate District 8	Libertarian Party
PA House District 152 (Phila) (Libertarian Party)	1	PA House District 152	Libertarian Party
PA House District 170 (Phila) (Libertarian Party)	1	PA House District 170	Libertarian Party
PA House District 172 (Phila) (Libertarian Party)	1	PA House District 172	Libertarian Party
PA House District 173 (Phila) (Libertarian Party)	1	PA House District 173	Libertarian Party
PA House District 174 (Phila) (Libertarian Party)	1	PA House District 174	Libertarian Party
PA House District 175 (Phila) (Libertarian Party)	1	PA House District 175	Libertarian Party
PA House District 177 (Phila) (Libertarian Party)	1	PA House District 177	Libertarian Party
PA House District 179 (Phila) (Libertarian Party)	1	PA House District 179	Libertarian Party
PA House District 180 (Phila) (Libertarian Party)	1	PA House District 180	Libertarian Party
PA House District 181 (Phila) (Libertarian Party)	1	PA House District 181	Libertarian Party
PA House District 182 (Phila) (Libertarian Party)	1	PA House District 182	Libertarian Party
PA House District 184 (Phila) (Libertarian Party)	1	PA House District 184	Libertarian Party
PA House District 185 (Phila) (Libertarian Party)	1	PA House District 185	Libertarian Party
PA House District 186 (Phila) (Libertarian Party)	1	PA House District 186	Libertarian Party
PA House District 188 (Phila) (Libertarian Party)	1	PA House District 188	Libertarian Party
PA House District 190 (Phila) (Libertarian Party)	1	PA House District 190	Libertarian Party
PA House District 191 (Phila) (Libertarian Party)	1	PA House District 191	Libertarian Party
PA House District 192 (Phila) (Libertarian Party)	1	PA House District 192	Libertarian Party
PA House District 194 (Phila) (Libertarian Party)	1	PA House District 194	Libertarian Party
PA House District 195 (Phila) (Libertarian Party)	1	PA House District 195	Libertarian Party
PA House District 197 (Phila) (Libertarian Party)	1	PA House District 197	Libertarian Party
PA House District 198 (Phila) (Libertarian Party)	1	PA House District 198	Libertarian Party
PA House District 200 (Phila) (Libertarian Party)	1	PA House District 200	Libertarian Party
PA House District 201 (Phila) (Libertarian Party)	1	PA House District 201	Libertarian Party
PA House District 202 (Phila) (Libertarian Party)	1	PA House District 202	Libertarian Party
PA House District 203 (Phila) (Libertarian Party)	1	PA House District 203	Libertarian Party
US House PA District 1 (Phila) (Libertarian Party)	1	US House PA District 1	Libertarian Party
US House PA District 2 (Phila) (Libertarian Party)	1	US House PA District 2	Libertarian Party
US House PA District 3 (Phila) (Libertarian Party)	1	US House PA District 3	Libertarian Party
US House PA District 5 (Phila) (Libertarian Party)	1	US House PA District 5	Libertarian Party
US House PA District 13 (Phila) (Libertarian Party)	1	US House PA District 13	Libertarian Party
US President (PA) (Phila) (Independent)	1	US President (PA)	Independent
PA Governor (Independent)	1	PA Governor	Independent
US Senate PA (Phila) (Independent)	1	US Senate PA	Independent
PA Attorney General (Phila) (Independent)	1	PA Attorney General	Independent
PA Auditor General (Phila) (Independent)	1	PA Auditor General	Independent
PA Lieutenant Governor (Phila) (Independent)	1	PA Lieutenant Governor	Independent
PA Treasurer (Phila) (Independent)	1	PA Treasurer	Independent
PA Secretary of State (Phila) (Independent)	1	PA Secretary of State	Independent
PA Senate District 1 (Phila) (Independent)	1	PA Senate District 1	Independent
PA Senate District 2 (Phila) (Independent)	1	PA Senate District 2	Independent
PA Senate District 3 (Phila) (Independent)	1	PA Senate District 3	Independent
PA Senate District 4 (Phila) (Independent)	1	PA Senate District 4	Independent
PA Senate District 5 (Phila) (Independent)	1	PA Senate District 5	Independent
PA Senate District 6 (Phila) (Independent)	1	PA Senate District 6	Independent
PA Senate District 7 (Phila) (Independent)	1	PA Senate District 7	Independent
PA Senate District 8 (Phila) (Independent)	1	PA Senate District 8	Independent
PA House District 152 (Phila) (Independent)	1	PA House District 152	Independent
PA House District 170 (Phila) (Independent)	1	PA House District 170	Independent
PA House District 172 (Phila) (Independent)	1	PA House District 172	Independent
PA House District 173 (Phila) (Independent)	1	PA House District 173	Independent
PA House District 174 (Phila) (Independent)	1	PA House District 174	Independent
PA House District 175 (Phila) (Independent)	1	PA House District 175	Independent
PA House District 177 (Phila) (Independent)	1	PA House District 177	Independent
PA House District 179 (Phila) (Independent)	1	PA House District 179	Independent
PA House District 180 (Phila) (Independent)	1	PA House District 180	Independent
PA House District 181 (Phila) (Independent)	1	PA House District 181	Independent
PA House District 182 (Phila) (Independent)	1	PA House District 182	Independent
PA House District 184 (Phila) (Independent)	1	PA House District 184	Independent
PA House District 185 (Phila) (Independent)	1	PA House District 185	Independent
PA House District 186 (Phila) (Independent)	1	PA House District 186	Independent
PA House District 188 (Phila) (Independent)	1	PA House District 188	Independent
PA House District 190 (Phila) (Independent)	1	PA House District 190	Independent
PA House District 191 (Phila) (Independent)	1	PA House District 191	Independent
PA House District 192 (Phila) (Independent)	1	PA House District 192	Independent
PA House District 194 (Phila) (Independent)	1	PA House District 194	Independent
PA House District 195 (Phila) (Independent)	1	PA House District 195	Independent
PA House District 197 (Phila) (Independent)	1	PA House District 197	Independent
PA House District 198 (Phila) (Independent)	1	PA House District 198	Independent
PA House District 200 (Phila) (Independent)	1	PA House District 200	Independent
PA House District 201 (Phila) (Independent)	1	PA House District 201	Independent
PA House District 202 (Phila) (Independent)	1	PA House District 202	Independent
PA House District 203 (Phila) (Independent)	1	PA House District 203	Independent
US House PA District 1 (Phila) (Independent)	1	US House PA District 1	Independent
US House PA District 2 (Phila) (Independent)	1	US House PA District 2	Independent
US House PA District 3 (Phila) (Independent)	1	US House PA District 3	Independent
US House PA District 5 (Phila) (Independent)	1	US House PA District 5	Independent
US House PA District 13 (Phila) (Independent)	1	US House PA District 13	Independent
